pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
1987,Some water is being drunk by a cat,A truck is quickly going down a hill,1,NEUTRAL
1988,A young woman is playing the guitar,A girl is playing the guitar,4.5,ENTAILMENT
1989,A girl is playing the guitar,A girl is not playing the guitar,3.3,CONTRADICTION
1991,One man is intensely playing a guitar,The man is intensely playing the guitar,4.8,ENTAILMENT
1992,The man is intensely playing the guitar,The man isn't intensely playing the guitar,2.9,CONTRADICTION
1993,The man is intensely playing the guitar,The intense man is a guitar player,3.7,NEUTRAL
1994,A girl is playing the guitar,One man is intensely playing a guitar,3.2,NEUTRAL
1996,The intense man is a guitar player,A girl is playing the guitar,2.8,NEUTRAL
1999,The man is intensely playing the guitar,The guitar player is loving one girl,2.7,NEUTRAL
2000,A girl is playing the guitar,The man is intensely playing the guitar,3.7,NEUTRAL
2004,A man is riding a motorbike,A man is driving a motorbike,4.6,ENTAILMENT
2005,A man is parking a motorbike,A man is riding a motorbike,3.3,NEUTRAL
2006,A man is riding a motorbike,A motorbike rider is running over a man ,3.1,NEUTRAL
2007,The horse is being ridden by a man,A man is driving a motorbike,1.8,NEUTRAL
2008,The horse is being ridden by a man,A man is parking a motorbike,1.6,NEUTRAL
2009,A motorbike rider is running over a man ,The horse is being ridden by a man,1.5,NEUTRAL
2011,A man is riding the animal,A man is riding a motorbike,3,NEUTRAL
2012,The man is on the ride with the horse,A man is riding a motorbike,1.9,NEUTRAL
2014,A magic trick is being performed by the magician,The man is doing a magic trick,4.3,ENTAILMENT
2015,The man isn't doing a magic trick,The man is doing a magic trick,3.6,CONTRADICTION
2016,The man is doing a magic trick,"The kid, who is doing magic, is tricking an old man",3.4,NEUTRAL
2018,A man is dangerously throwing knives at a tree,A man is dangerously extracting knives from a tree,3.6,NEUTRAL
2020,A man is dangerously throwing knives at the tree,The man is doing a magic trick,2.5,NEUTRAL
2023,A man is dangerously throwing knives at a tree,A magic trick is being performed by the magician,2.1,NEUTRAL
2024,A man is dangerously throwing knives at a tree,The man isn't doing a magic trick,2,NEUTRAL
2025,"The kid, who is doing magic, is tricking an old man",A man is dangerously throwing knives at a tree,1.5,NEUTRAL
2027,The guitar is being played by a lady,The guitar is being played by a girl,4.3,NEUTRAL
2029,The guitar is being played by a lady,The play for the ladies requires a guitar,2.6,NEUTRAL
2030,The man is practicing the guitar,The person is practicing the guitar,4.6,ENTAILMENT
2035,The practicing person doesn't like the guitar,The guitar is being played by a lady,3.1,NEUTRAL
2037,The person is practicing the guitar,The guitar is being sold by a lady,2,NEUTRAL
2038,The person is practicing the guitar,The play for the ladies requires a guitar,2.3,NEUTRAL
2040,The boy is enthusiastically playing in the mud,The boy is playing in the mud,4.5,ENTAILMENT
2041,The boy is playing in the mud,The boy isn't playing in the mud,3.4,CONTRADICTION
2045,A cat is playing with a device,A playing device is amusing a cat,4.085,NEUTRAL
2047,The boy is playing in the mud,There is no cat playing with a device,1.2,NEUTRAL
2049,A cat is playing with a device,The boy is enthusiastically playing in the mud,1,NEUTRAL
2051,A cat is playing with a device,Mud is being thrown to the playing boy,1.2,NEUTRAL
2052,A cat is playing with a device,The boy is playing in the mud,1.5,NEUTRAL
2055,The woman is eating some cut pieces of raw meat,Some meat is being cut into pieces by a woman,3.3,NEUTRAL
2056,A lady is cutting up some meat precisely,A lady is cutting up some meat,4.5,ENTAILMENT
2059,There is no lady cutting up some meat,Some meat is being cut into pieces by a woman,2.6,CONTRADICTION
2061,Some meat is being stitched together by a woman,A lady is cutting up some meat,3.5,NEUTRAL
2064,A boy in his teens is talking to a girl with an internet camera,A boy in his teens is talking to a girl with a webcam,4.7,ENTAILMENT
2066,A boy in his teens is talking to a girl with a webcam,The teens are talking to a boy and a girl with a webcam,3.9,NEUTRAL
2067,One man is talking to a girl with an internet camera,One man is chatting with a girl with an internet camera,5,ENTAILMENT
2068,A man is ignoring a girl via an internet camera,One man is talking to a girl with an internet camera,4.1,NEUTRAL
2070,A man is ignoring a girl via an internet camera,A boy in his teens is talking to a girl with a webcam,3.2,NEUTRAL
2072,One man is talking to a girl with an internet camera,A boy in his teens isn't talking to a girl with a webcam,3,NEUTRAL
2073,One man is talking to a girl with an internet camera,The teens are talking to a boy and a girl with a webcam,3.1,NEUTRAL
2075,Eggs are being strongly whisked in a bowl by a person,A person is strongly whisking eggs in a bowl,4.8,ENTAILMENT
2076,A person is strongly whisking eggs in a bowl,A person is removing eggs from a bowl,2.6,NEUTRAL
2078,A woman is beating two eggs in a bowl and using a whisk made of wire,One woman is beating two eggs in the bowl and using a whisk made of wire,5,ENTAILMENT
2079,A woman is beating two eggs in a bowl and using a whisk made of wire,There is no woman beating two eggs in a bowl and using a whisk made of wire,4,CONTRADICTION
2080,"A woman is beating the man that is keeping two eggs in the bowl, using a wire whisk ",A woman is beating two eggs in a bowl and using a whisk made of wire,3.2,NEUTRAL
2081,A person is strongly whisking eggs in a bowl,One woman is beating two eggs in the bowl and using a whisk made of wire,4.2,NEUTRAL
2082,A person is strongly whisking eggs in a bowl,There is no woman beating two eggs in a bowl and using a whisk made of wire,3,CONTRADICTION
2084,A woman is beating two eggs in a bowl and using a whisk made of wire,Eggs are being strongly whisked in a bowl by a person,4.3,ENTAILMENT
2086,A woman is beating two eggs in a bowl and using a whisk made of wire,A strong person is leaving the whisk in the bowl near the eggs,3.3,NEUTRAL
2087,A woman is beating two eggs in a bowl and using a whisk made of wire,A person is strongly whisking eggs in a bowl,4.6,ENTAILMENT
2088,An interview is being granted by the man,The man is granting an interview,4.8,ENTAILMENT
2090,The interviewer is granting a break to the man,The man is granting an interview,3.2,NEUTRAL
2091,A white car is being driven by the man,A person is driving the white car,4.7,ENTAILMENT
2092,There is no white car being driven by the man,A white car is being driven by the man,3.5,CONTRADICTION
2094,The man is granting an interview,A person is driving the white car,1.1,NEUTRAL
2097,A white car is being driven by the man,An interview is being granted by the man,1.45,NEUTRAL
2098,The man is denying an interview,A white car is being driven by the man,1,NEUTRAL
2100,The man is granting an interview,A white car is being driven by the man,1.2,NEUTRAL
2102,There is no rope being climbed by a man,A rope is being climbed by a man,3.8,CONTRADICTION
2103,A man is being roped by a climber,A rope is being climbed by a man,3.3,NEUTRAL
2104,A man is mindlessly slicing the carrot with a machine,A man is slicing the carrot with a machine,4.3,ENTAILMENT
2105,A man is removing a carrot from a machine,A man is slicing the carrot with a machine,3.2,NEUTRAL
2107,A rope is being climbed by a man,A man is mindlessly slicing the carrot with a machine,1.1,NEUTRAL
2109,A rope is being climbed by a man,A man is eating a carrot sliced by a machine,1,NEUTRAL
2112,A man is slicing the carrot with a machine,A man is being roped by a climber,1.2,NEUTRAL
2113,A rope is being climbed by a man,A man is slicing the carrot with a machine,1.3,NEUTRAL
2115,The cat is licking milk from a saucer,The cat isn't licking milk from a saucer,3.4,CONTRADICTION
2117,Some milk is being hungrily drunk by a cat,The cat is hungrily drinking milk,4.8,ENTAILMENT
2118,There is no cat hungrily drinking milk,The cat is hungrily drinking milk,3.7,CONTRADICTION
2119,The cat is hungrily drinking milk,Drinking milk helps a cat's hunger,3.3,NEUTRAL
2121,The cat is licking milk from a saucer,There is no cat hungrily drinking milk,2.6,CONTRADICTION
2122,Drinking milk helps a cat's hunger,The cat is licking milk from a saucer,3.4,NEUTRAL
2123,The cat is licking a shallow dish full of milk,The cat is hungrily drinking milk,4.1,NEUTRAL
2124,The cat isn't licking milk from a saucer,The cat is hungrily drinking milk,4.3,NEUTRAL
2125,The cat is hungrily drinking milk,A lick of milk sauce is being given to the cat,3.7,NEUTRAL
2132,A baby is playing with a dog ,A small boy is scolding a dog,3,NEUTRAL
2136,A woman is peeling a potato,A potato is being peeled by a woman,5,ENTAILMENT
2139,The man is slicing some potatoes,The man is slicing potatoes,5,ENTAILMENT
2141,The man is eating potato slices,The man is slicing potatoes,3.6,NEUTRAL
2144,A woman is peeling a potato,The man is eating potato slices,2.5,NEUTRAL
2145,The man is slicing potatoes,A potato is being peeled by a woman,3.5,NEUTRAL
2146,The man is slicing potatoes,There is no woman peeling a potato,3.4,NEUTRAL
2148,The man is slicing potatoes,A woman is peeling a potato,3.4,NEUTRAL
2150,A man is taking pictures of a lake,A man is tearing up the pictures of a lake,3.4,NEUTRAL
2153,The man is setting up the camera and taking sunset pictures at the beach,The man is putting away the camera and walks away from the beach,3.5,CONTRADICTION
2163,A woman is unstitching with a machine,A woman is sewing with a machine,3.6,NEUTRAL
2164,A woman is using a machine made for sewing,A woman is using a sewing machine,4.8,ENTAILMENT
2165,A woman is using a sewing machine,There is no woman using a sewing machine,4.1,CONTRADICTION
2167,A woman is sewing with a machine,There is no woman using a sewing machine,3.2,CONTRADICTION
2170,A woman is using a sewing machine,A woman is sewing with a machine,5,ENTAILMENT
2171,An egg is being cracked into a bowl by a woman,A woman is cracking an egg into a bowl,5,ENTAILMENT
2172,A woman is cracking an egg into a bowl,There is no woman cracking an egg into a bowl,3.8,CONTRADICTION
2175,The woman is cracking two eggs into a glass bowl,The woman is not cracking two eggs into a glass bowl,3.3,CONTRADICTION
2176,The woman is cracking two eggs into a bowl made of glass,A woman is cracking an egg into a bowl,4.5,ENTAILMENT
2179,The woman is cracking two eggs into a glass bowl,There is no woman cracking an egg into a bowl,3.8,CONTRADICTION
2180,The woman is cracking two eggs into a glass bowl,A woman is placing a bowl with a crack near an egg,3,NEUTRAL
2181,The woman is cracking two eggs into a glass bowl,A woman is cracking an egg into a bowl,4.3,ENTAILMENT
2183,A few men are watching cricket,A few men are playing cricket,3.6,NEUTRAL
2184,People are playing cricket,Some people are playing cricket,4.9,ENTAILMENT
2188,A few men are cheerfully playing cricket,People are playing cricket,4.4,ENTAILMENT
2192,A man is putting garlic on some bread slices,A man is removing the garlic from some slices of bread,3.165,NEUTRAL
2195,A man is sprinkling seasoning on several sliced and buttered loaves of bread,There is no man sprinkling seasoning on several sliced and buttered loaves of bread,3.4,CONTRADICTION
2196,A man is putting garlic on some bread slices,A person is sprinkling seasoning on several sliced and buttered loaves of bread,3.5,NEUTRAL
2198,A man is putting garlic on some slices of bread,A man is sprinkling seasoning on several sliced and buttered loaves of bread,4.3,ENTAILMENT
2199,A man is sprinkling seasoning on several sliced and buttered loaves of bread,A man is removing the garlic from some slices of bread,2.9,NEUTRAL
2202,Two kids are playing in a swimming pool with a green colored crocodile float,Two kids are playing in a swimming pool with a crocodile float that is green,4.8,ENTAILMENT
2203,Two kids are playing in a swimming pool with a green colored crocodile float,Two kids are taking out a green colored crocodile float from a swimming pool,4.1,NEUTRAL
2205,An inflatable crocodile is being pushed by two kids in a pool,Two kids are pushing an inflatable crocodile in a pool,5,ENTAILMENT
2207,Two kids are pushing an inflatable crocodile in a pool,Two kids are pushing past a crocodile in an inflatable pool,3.2,NEUTRAL
2208,Two kids are playing in a swimming pool with a green colored crocodile float,An inflatable crocodile is being pushed by two kids in a pool,4.1,NEUTRAL
2210,Two kids are playing in a swimming pool with a green colored crocodile float,Two kids are pushing past a crocodile in an inflatable pool,4,NEUTRAL
2212,Two kids are pushing an inflatable crocodile in a pool,Two kids are taking out a green colored crocodile float from a swimming pool,4.2,NEUTRAL
2213,Two crocodiles are floating in a green colored swimming pool near some playing kids,Two kids are pushing an inflatable crocodile in a pool,3.9,NEUTRAL
2215,Someone is falling off the horse,Someone is falling off a horse,4.8,ENTAILMENT
2217,Someone is falling off a horse,A horse is falling on someone,2.9,NEUTRAL
2218,The man is abruptly knocked off of a horse,The man is being knocked off of a horse,4.3,ENTAILMENT
2222,The man is being knocked off of a horse,Someone is falling off the horse,3.9,ENTAILMENT
2226,A woman is tapping her fingers nervously,A woman is tapping her fingers,4.6,ENTAILMENT
2228,A woman is tapping her fingers on a desk,A woman is tapping her fingers on a table,4.2,ENTAILMENT
2232,A woman is tapping her fingers on a table,A woman is tapping her fingers nervously,4.4,NEUTRAL
2233,There is no woman tapping her fingers,A woman is tapping her fingers on a table,3.8,CONTRADICTION
2234,A woman is tapping her fingers on a table,A woman is tapping her fingers,4.7,ENTAILMENT
2235,A dog is pushing a toddler into a rain puddle,A dog is pushing a toddler into a puddle of rain,4.9,ENTAILMENT
2236,A dog is pushing a toddler into a rain puddle,A dog is pulling a toddler out of a rain puddle,3.5,NEUTRAL
2238,The dog is not knocking the boy into the water,The dog is knocking a boy into the water,3.7,CONTRADICTION
2239,A boy is knocking a dog with a bottle of water,The dog is knocking a boy into the water,2.85,NEUTRAL
2240,A dog is pushing a toddler into a rain puddle,A boy is being knocked into the water by the dog,4,NEUTRAL
2242,A dog is pushing a toddler into a rain puddle,A boy is knocking a dog with a bottle of water,2.1,NEUTRAL
2243,A dog is pushing a toddler into a puddle of rain,The dog is knocking a boy into the water,3.9,ENTAILMENT
2247,There is no man eating a bowl of cereal,A man is eating a bowl of cereal,4,CONTRADICTION
2250,A man is eating a bowl of cereal,Cereal is being eaten by the man,4.8,ENTAILMENT
2251,There is no man eating cereal,A man is eating a bowl of cereal,4,CONTRADICTION
2252,A man is hungrily eating a bowl of cereal,The man is eating cereal,4.7,ENTAILMENT
2253,The man is eating cereal,There is no man eating a bowl of cereal,3.7,CONTRADICTION
2259,The person is playing the flute,A man is playing the guitar,2.6,NEUTRAL
2260,A man is playing the guitar,The man in not playing the flute,3.065,NEUTRAL
2261,A man is strumming the guitar,The man is playing the flute,2.5,NEUTRAL
2263,The man is playing the flute,A man is playing the guitar,2.9,NEUTRAL
2266,The woman is adding sugar to the meat slowly,The woman is adding sugar to the meat,4.55,ENTAILMENT
2272,The woman is adding sugar to the meat,A woman is adding spices to some meat,3.9,ENTAILMENT
2274,A dog is biting a can,A dog is dropping a can,3.3,NEUTRAL
2275,A dog is opening a can of food,A dog is opening a jar of food,4.3,NEUTRAL
2277,A dog is biting a can,A dog is opening a jar of food,3.4,NEUTRAL
2281,A dog is opening a can of food,A dog is biting a can,3.3,ENTAILMENT
2282,A cat is playing with a watermelon,One cat is playing with a watermelon,4.9,ENTAILMENT
2287,A cat is playing with a watermelon,The cat isn't playing with a watermelon,3.7,CONTRADICTION
2288,One cat is playing with a watermelon,The cat is playing with a watermelon,5,ENTAILMENT
2289,The cat is playing with a watermelon,There is no cat playing with a watermelon,3.4,CONTRADICTION
2291,The boy is playing a guitar,A boy is playing a guitar,4.8,ENTAILMENT
2297,The boy is playing a guitar,A kid is playing a guitar,4.5,ENTAILMENT
2299,A boy is playing a guitar,A kid is playing a guitar,4.8,ENTAILMENT
2302,The woman is waterskiing fearlessly,The woman is waterskiing,4.5,ENTAILMENT
2303,The woman is waterskiing,The woman is not waterskiing,4.1,CONTRADICTION
2304,A woman is wakeboarding on a lake,The woman is waterskiing fearlessly,3.4,NEUTRAL
2305,A woman is wakeboarding on a lake,The woman is not waterskiing,3.6,CONTRADICTION
2307,The woman is waterskiing,A woman is watching the lake,3.5,NEUTRAL
2308,The woman is waterskiing,A woman is wakeboarding on a lake,3.6,NEUTRAL
2309,Someone is banging the lens of a camera against a nail,Someone is banging a camera lens against a nail,4.9,ENTAILMENT
2310,Someone is banging a camera lens against a nail,There is no one banging a camera lens against a nail,3.3,CONTRADICTION
2311,Someone is nailing a camera lens with loud bangs,Someone is banging a camera lens against a nail,4.1,NEUTRAL
2314,The man is hammering a nail with a camera,The camera man is nailing a hammer to the wall,3.1,NEUTRAL
2315,Someone is banging a camera lens against a nail,A camera is being hammered onto the nail by the man,3.535,NEUTRAL
2316,Someone is banging a camera lens against a nail,The man is not hammering a nail with a camera,3.6,CONTRADICTION
2317,The camera man is nailing a hammer to the wall,Someone is banging a camera lens against a nail,2.3,NEUTRAL
2318,Someone is banging the lens of a camera against a nail,The man is hammering a nail with a camera,4.5,ENTAILMENT
2319,There is no one banging a camera lens against a nail,The man is hammering a nail with a camera,4.2,NEUTRAL
2322,A person is slicing an onion,A person is cutting an onion,4.8,ENTAILMENT
2327,A person is eating a cut onion,A person is cutting an onion,3.6,NEUTRAL
2329,There is no person cutting an onion,A person is cutting an onion,4,CONTRADICTION
2330,A person is cutting an onion,A person is eating a cut onion,3.4,NEUTRAL
2332,A person is wrapping up an onion,A person is cutting an onion,3.5,NEUTRAL
2333,A person near an onion has a cut,A person is cutting an onion,3.2,NEUTRAL
2338,The oriental lady is cutting a carrot into thin pieces,The oriental lady is not cutting a carrot into thin pieces,4.1,CONTRADICTION
2339,A thin lady is piecing together oriental carrot cuts,The oriental lady is cutting a carrot into thin pieces,3.1,NEUTRAL
2340,The oriental lady is cutting a carrot into pieces that are thin,A woman is slicing a carrot,4,ENTAILMENT
2341,The oriental lady is not cutting a carrot into thin pieces,A woman is slicing a carrot,2.7,NEUTRAL
2344,There is no woman slicing a carrot,The oriental lady is cutting a carrot into thin pieces,2.4,CONTRADICTION
2348,A man is pouring a plate of shredded cheese into a pot of sauce,A man is pouring a pot of cheese sauce into a shredded plate,3,NEUTRAL
2350,The lady is adding cheese to the sauce,The woman is removing cheese from the sauce,3.4,CONTRADICTION
2351,A man is pouring a plate of shredded cheese into a pot of sauce,The woman is adding cheese to the sauce,2.6,NEUTRAL
2352,A man is pouring a plate of shredded cheese into a pot of sauce,The woman is removing cheese from the sauce,2.6,NEUTRAL
2358,A person is burning some cameras with a blow torch,A person is repairing some cameras with a blow torch,3.6,NEUTRAL
2359,A person by some cameras is blowing on a burning torch,A person is burning some cameras with a blow torch,3.3,NEUTRAL
2360,The tall person is setting fire to the cameras,The person is setting fire to the cameras,4.5,ENTAILMENT
2363,There is no person setting fire to the cameras,A person is burning some cameras with a blow torch,3.9,CONTRADICTION
2365,The person is setting fire to the cameras,A person is repairing some cameras with a blow torch,3.1,NEUTRAL
2368,A man is playing the guitar,One man is playing the guitar,4.9,ENTAILMENT
2369,A man is playing the guitar,There is no man playing the guitar,3.4,CONTRADICTION
2374,The man is playing an acoustic guitar,One man is playing the guitar,4.1,ENTAILMENT
2375,The man is playing an acoustic guitar,There is no man playing the guitar,4.2,CONTRADICTION
2377,A person is cutting an onion into pieces,A person is dicing an onion,4.7,ENTAILMENT
2381,A carrot is being sliced into pieces by a person,A person is cutting an onion into pieces,3.2,NEUTRAL
2383,A person is slicing a carrot into pieces,A person is dicing an onion,2.9,NEUTRAL
2386,The man is slicing a potato,The person is carefully slicing a potato,4.2,NEUTRAL
2388,The man is cooking slices of potato,The man is slicing a potato,3.7,NEUTRAL
2391,The man is slicing a potato,The person is slicing the potato,4.6,ENTAILMENT
2397,Somebody is cutting a tomato,Someone is cutting a tomato,5,ENTAILMENT
2400,The woman is holding a whole tomato,The lady is slicing a tomato,3.7,NEUTRAL
2401,The woman is slicing a tomato,Someone is cutting a tomato,4.5,ENTAILMENT
2407,A man is cleaning a dish,A man is preparing some dish,3.2,NEUTRAL
2409,The woman is not slicing an onion with a knife,The woman is slicing an onion with a knife,3.3,CONTRADICTION
2413,A man is cleaning a dish,The woman is slicing an onion with a knife,1.4,NEUTRAL
2414,The woman is slicing an onion with a knife,A man is preparing some dish,2.2,NEUTRAL
2415,Some runners are competing in a race,Runners are competing in a race,4.9,ENTAILMENT
2422,Some runners are competing in a race,The runners are racing around a track,3.835,NEUTRAL
2423,The runners are racing around a track,Runners are not taking part in the race,3.8,CONTRADICTION
2426,A man is racing,A man is running,4.1,NEUTRAL
2429,There is no man running down the road,A man is running down the road,3.4,CONTRADICTION
2431,A man is running,There is no man running down the road,3.6,NEUTRAL
2436,A man is idling,A man is playing the keyboard with his nose,1.8,NEUTRAL
2438,The man is funnily playing the piano with his nose,The man is playing the piano with his nose,4.6,ENTAILMENT
2440,The man is funnily playing the piano with his nose,A man is playing the keyboard with his nose,4.7,ENTAILMENT
2441,There is no man playing the piano with his nose,A man is playing the keyboard with his nose,2.9,CONTRADICTION
2445,The man is playing the piano with his nose,A man is playing the keyboard with his nose,4.5,ENTAILMENT
2447,A baby rhino is shunning an adult rhino,A baby rhino is following an adult rhino,3.5,CONTRADICTION
2450,A baby rhino is walking around a pen with its mother,A baby rhino and its mother are standing in a pen,3.6,NEUTRAL
2455,A baby rhino is walking around a pen with its mother,"A rhino, which is little, is following an adult rhino",4.2,ENTAILMENT
2456,A baby rhino is shunning an adult rhino,A baby rhino is walking around a pen with its mother,3.215,NEUTRAL
2457,A baby rhino is walking around a pen with its mother,A baby and an adult are being followed by a rhino,2.8,NEUTRAL
2458,A baby rhino is walking around a pen with its mother,A baby rhino is following an adult rhino,4.1,ENTAILMENT
2459,A man is riding a motorbike,A man is riding a motorcycle,5,ENTAILMENT
2465,A man is riding a motorcycle through the town,A man is riding a motorbike,4.6,ENTAILMENT
2466,A man is riding a motorcycle through the town,A man is getting off the motorcycle,2.865,NEUTRAL
2467,A man is riding a motorcycle through the town,A man is riding a motorcycle,4.4,ENTAILMENT
2472,Some persons are singing,A group of people is singing,4.8,ENTAILMENT
2474,Some people are singing,A few people are singing,4.7,ENTAILMENT
2486,One man is dancing,A man is dancing,4.6,ENTAILMENT
2491,A man is dancing,A man is silent,2.3,NEUTRAL
2494,A man is dancing,A man is speaking,1.7,NEUTRAL
2495,A man is carefully climbing a rope,A man is climbing a rope,4.5,ENTAILMENT
2496,A man is untying a rope,A man is climbing a rope,3.15,NEUTRAL
2497,A man is being roped before a climb,A man is climbing a rope,3.1,NEUTRAL
2499,There is no panda climbing,A panda is climbing,3.3,CONTRADICTION
2500,One panda is climbing,A man is climbing a rope,1.6,NEUTRAL
2505,A panda is climbing,A man is climbing a rope,1.6,NEUTRAL
2506,A woman is dancing beautifully in a cage,A woman is dancing in a cage,4.8,ENTAILMENT
2508,A woman is being caged for the dance,A woman is dancing in a cage,3.9,NEUTRAL
2509,The woman is dancing,The lady is dancing,5,ENTAILMENT
2510,The woman is dancing,The woman is not dancing,3.8,CONTRADICTION
2514,There is no woman dancing in a cage,The woman is dancing,3.4,NEUTRAL
2515,A woman is being caged for the dance,The woman is dancing,3.3,NEUTRAL
2518,Four people are floating on a raft,Nobody is floating on a raft,4.15,CONTRADICTION
2521,People are riding and paddling a raft,People are paddling near a raft that is being ridden,4,NEUTRAL
2529,A cat is eating corn on the cob,There is no cat eating corn on the cob,3.8,CONTRADICTION
2530,A cat is eating some corn,The cat is eating some corn,5,ENTAILMENT
2538,Someone is slicing a tomato,Nobody is slicing a tomato,3.9,CONTRADICTION
2539,The person is quickly slicing a vegetable,The person is slicing a vegetable,4.6,ENTAILMENT
2540,The person isn't slicing a vegetable,The person is slicing a vegetable,4.085,CONTRADICTION
2543,Someone is cutting a tomato,The person is slicing a vegetable,4.6,ENTAILMENT
2545,Someone is slicing a tomato,The person is slicing a vegetable,4.1,ENTAILMENT
2549,There is no little girl playing the piano,A little girl is playing the piano,3.5,CONTRADICTION
2551,There is no little girl playing the piano,A little girl is playing a grand piano on stage,2.6,CONTRADICTION
2553,A little girl is playing the piano,There is no little girl playing a grand piano on stage,3.6,NEUTRAL
2554,A little girl is playing a grand piano on stage,A little girl is playing the piano,4.4,ENTAILMENT
2555,A man is playing the guitar,A man is playing a guitar,4.9,ENTAILMENT
2561,A man is playing the guitar,Someone is playing the guitar,4.6,ENTAILMENT
2569,The man is dancing,Three women are standing still,1.7,NEUTRAL
2572,The man is dancing,Three women are dancing,2.8,NEUTRAL
2574,There is no man playing a bamboo flute,A man is playing a bamboo flute,4,CONTRADICTION
2577,A man is playing a bamboo flute,A flute is being played by the man,4.3,ENTAILMENT
2578,A man is playing a bamboo flute,The man is not playing a flute,3.5,CONTRADICTION
2579,A man is playing a flute made of bamboo,The man is playing a flute,4.1,ENTAILMENT
2582,A person is absently cutting mushrooms with a knife,A person is cutting mushrooms with a knife,3.7,ENTAILMENT
2583,A person is cutting mushrooms with a knife,A person is putting away the mushrooms,3.3,NEUTRAL
2588,A person is absently cutting mushrooms with a knife,A person is cutting some mushrooms,4.2,ENTAILMENT
2589,A person is cutting some mushrooms,A person is putting away the mushrooms,3.5,NEUTRAL
2590,A person is cutting mushrooms with a knife,A person is cutting some mushrooms,4.8,ENTAILMENT
2591,A tiger is pacing around a cage,A tiger is walking around a cage,4.8,ENTAILMENT
2592,A tiger is walking outside a cage,A tiger is walking around a cage,4.4,ENTAILMENT
2593,A tiger is walking around with no aim,A tiger is walking around aimlessly,3.965,ENTAILMENT
2594,A tiger is walking around aimlessly,A tiger is sitting,3.4,NEUTRAL
2596,A tiger is walking around with no aim,A tiger is walking around a cage,3.8,NEUTRAL
2597,A tiger is sitting,A tiger is walking around a cage,2.9,NEUTRAL
2599,A tiger is walking around aimlessly,A tiger is pacing around a cage,4.4,NEUTRAL
2601,A tiger is walking around aimlessly,A tiger is walking around a cage,3.9,NEUTRAL
2602,A monkey is brushing the dog,The monkey is brushing the dog,5,ENTAILMENT
2608,A monkey is brushing the dog,The monkey is not brushing a bull dog,3.2,CONTRADICTION
2615,The lady is dicing onions,The woman is dicing onions,5,ENTAILMENT
2619,The woman is dicing onions,A woman is swiftly cutting an onion,4.5,NEUTRAL
2622,A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,4.9,ENTAILMENT
2623,A man is wearing a hard hat and dancing,A man is naked and standing still,1.9,NEUTRAL
2625,A man with a hard hat is dancing,The man with a hard hat is dancing,4.9,ENTAILMENT
2626,There is no man with a hard hat dancing,A man with a hard hat is dancing,3.9,CONTRADICTION
2627,The man with a hard hat is dancing,A man is wearing a hard hat and dancing,5,ENTAILMENT
2628,A man is wearing a hard hat and dancing,There is no man with a hard hat dancing,3.6,CONTRADICTION
2630,A man is naked and standing still,A man with a hard hat is dancing,1.6,NEUTRAL
2632,A man is wearing a hard hat and dancing,A man with a hard hat is dancing,4.7,ENTAILMENT
2634,Two boys are studying,Two boys are playing a video game,2.6,NEUTRAL
2636,Two boys on a couch are reading a book,Two boys on a couch are playing video games,3,NEUTRAL
2637,Video games of two playing boys are on a couch,Two boys on a couch are playing video games,3.9,NEUTRAL
2638,Two boys on a couch are playing games on the TV,Two boys are playing a video game,4,ENTAILMENT
2640,Video games of two playing boys are on a couch,Two boys are playing a video game,2.9,NEUTRAL
2643,Two boys on a couch are playing video games,Two boys are playing a video game,4.3,ENTAILMENT
2650,The man is slicing vegetables,A woman is cutting a potato,3,NEUTRAL
2651,The man is slicing vegetables,There is no woman slicing a potato,2.5,NEUTRAL
2654,The lady is cracking an egg for the mixer,The lady isn't cracking an egg for the mixer,2.9,CONTRADICTION
2655,The lady is carefully slicing up the meat,The lady is slicing up the meat,4.3,ENTAILMENT
2656,The lady is slicing up the meat,The lady isn't slicing up the meat,4.1,CONTRADICTION
2657,The lady is eating slices of meat,The lady is slicing up the meat,3.4,NEUTRAL
2660,The lady is cracking an egg for the mixer,The lady is eating slices of meat,1.7,NEUTRAL
2664,Some ferrets are climbing down from a shelf,Ferrets are climbing down from a shelf,4.9,ENTAILMENT
2666,A few ferrets are climbing out of the cage,Several ferrets are climbing out of the cage,4.8,ENTAILMENT
2670,Some ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,3.7,NEUTRAL
2672,Ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,3.5,NEUTRAL
2673,A man is getting into an automobile,A man is getting into a car,4.8,ENTAILMENT
2675,A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,4.7,ENTAILMENT
2680,A man is getting a garage for the car,A man is getting into a car,2.7,NEUTRAL
2682,A man is getting into a car in a garage,A man is getting off the car,3,NEUTRAL
2684,A person is cutting a capsicum into pieces,A capsicum is being cut into pieces by a person,4.9,ENTAILMENT
2688,A person is cutting a capsicum into pieces,One person is slicing a clove of garlic into pieces,3.5,NEUTRAL
2689,A person is cutting a capsicum into pieces,The person is not slicing a clove of garlic into pieces,3.5,ENTAILMENT
2691,Nobody is cutting a capsicum into pieces,The person is slicing a clove of garlic into pieces,3.1,NEUTRAL
2692,The person is slicing a clove of garlic into pieces,A person is cutting a capsicum into pieces,3.1,NEUTRAL
